time,CH1,CH2
   0.135250,   1.680000,   3.520000
   0.135500,   1.760000,   3.520000
   0.135750,   1.800000,   3.520000
   0.136000,   1.840000,   3.520000
   0.136250,   1.920000,   3.520000
   0.136500,   2.000000,   3.520000
   0.136750,   2.040000,   3.520000
   0.137000,   2.080000,   3.520000
   0.137250,   2.160000,   3.520000
   0.137500,   2.200000,   3.520000
   0.137750,   2.240000,   3.520000
   0.138000,   2.320000,   3.520000
   0.138250,   2.360000,   3.520000
   0.138500,   2.400000,   3.520000
   0.138750,   2.440000,   3.520000
   0.139000,   2.480000,   3.520000
   0.139250,   2.520000,   3.520000
   0.139500,   2.560000,   3.520000
   0.139750,   2.600000,   3.520000
   0.140000,   2.640000,   3.520000
   0.140250,   2.680000,   3.520000
   0.140500,   2.720000,   3.520000
   0.140750,   2.760000,   3.520000
   0.141000,   2.800000,   3.520000
   0.141250,   2.800000,   3.520000
   0.141500,   2.840000,   3.520000
   0.141750,   2.880000,   3.520000
   0.142000,   2.880000,   3.520000
   0.142250,   2.920000,   3.520000
   0.142500,   2.920000,   3.520000
   0.142750,   2.960000,   3.520000
   0.143000,   2.960000,   3.520000
   0.143250,   2.960000,   3.520000
   0.143500,   3.000000,   3.520000
   0.143750,   3.000000,   3.520000
   0.144000,   3.000000,   3.520000
   0.144250,   3.040000,   3.520000
   0.144500,   3.040000,   3.520000
   0.144750,   3.040000,   3.520000
   0.145000,   3.040000,   3.520000
   0.145250,   3.040000,   3.520000
   0.145500,   3.040000,   3.520000
   0.145750,   3.040000,   3.520000
   0.146000,   3.040000,   3.520000
   0.146250,   3.000000,   3.520000
   0.146500,   3.000000,   3.520000
   0.146750,   3.000000,   3.520000
   0.147000,   3.000000,   3.520000
   0.147250,   3.000000,   3.520000
   0.147500,   2.960000,   3.520000
   0.147750,   2.960000,   3.520000
   0.148000,   2.920000,   3.520000
   0.148250,   2.920000,   3.520000
   0.148500,   2.880000,   3.520000
   0.148750,   2.840000,   3.520000
   0.149000,   2.840000,   3.520000
   0.149250,   2.800000,   3.520000
   0.149500,   2.760000,   3.520000
   0.149750,   2.720000,   3.520000
   0.150000,   2.680000,   3.520000
   0.150250,   2.680000,   3.520000
   0.150500,   2.640000,   3.520000
   0.150750,   2.600000,   3.520000
   0.151000,   2.560000,   3.520000
   0.151250,   2.520000,   3.520000
   0.151500,   2.480000,   3.520000
   0.151750,   2.400000,   3.520000
   0.152000,   2.400000,   3.520000
   0.152250,   2.320000,   3.520000
   0.152500,   2.280000,   3.520000
   0.152750,   2.240000,   3.520000
   0.153000,   2.160000,   3.520000
   0.153250,   2.120000,   3.520000
   0.153500,   2.080000,   3.520000
   0.153750,   2.040000,   3.520000
   0.154000,   1.960000,   3.520000
   0.154250,   1.880000,   3.520000
   0.154500,   1.840000,   3.520000
   0.154750,   1.760000,   3.520000
   0.155000,   1.720000,   3.520000
   0.155250,   1.640000,   3.520000
   0.155500,   1.600000,   3.520000
   0.155750,   1.520000,   3.520000
   0.156000,   1.480000,   3.520000
   0.156250,   1.400000,   3.520000
   0.156500,   1.320000,   3.520000
   0.156750,   1.280000,   3.520000
   0.157000,   1.200000,   3.520000
   0.157250,   1.120000,   3.520000
   0.157500,   1.040000,   3.520000
   0.157750,   1.000000,   3.520000
   0.158000,   0.920000,   3.520000
   0.158250,   0.840000,   3.520000
   0.158500,   0.760000,   3.520000
   0.158750,   0.720000,   3.520000
   0.159000,   0.640000,   3.520000
   0.159250,   0.560000,   3.520000
   0.159500,   0.480000,   3.520000
   0.159750,   0.400000,   3.520000
   0.160000,   0.320000,   3.520000
   0.160250,   0.280000,   3.520000
   0.160500,   0.160000,   3.520000
   0.160750,   0.120000,   3.520000
   0.161000,   0.040000,   3.520000
   0.161250,  -0.040000,   3.520000
   0.161500,  -0.120000,   3.520000
   0.161750,  -0.200000,   3.520000
   0.162000,  -0.280000,   3.520000
   0.162250,  -0.320000,   3.520000
   0.162500,  -0.400000,   3.520000
   0.162750,  -0.480000,   3.520000
   0.163000,  -0.560000,   3.520000
   0.163250,  -0.640000,   3.520000
   0.163500,  -0.680000,   3.520000
   0.163750,  -0.760000,   3.520000
   0.164000,  -0.840000,   3.520000
   0.164250,  -0.880000,   3.520000
   0.164500,  -0.960000,   3.520000
   0.164750,  -1.040000,   3.520000
   0.165000,  -1.120000,   3.520000
   0.165250,  -1.160000,   3.520000
   0.165500,  -1.240000,   3.520000
   0.165750,  -1.320000,   3.520000
   0.166000,  -1.360000,   3.520000
   0.166250,  -1.440000,   3.520000
   0.166500,  -1.480000,   3.520000
   0.166750,  -1.560000,   3.520000
   0.167000,  -1.600000,   3.520000
   0.167250,  -1.680000,   3.520000
   0.167500,  -1.720000,   3.520000
   0.167750,  -1.800000,   3.520000
   0.168000,  -1.880000,   3.520000
   0.168250,  -1.920000,   3.520000
   0.168500,  -1.960000,   3.520000
   0.168750,  -2.000000,   3.520000
   0.169000,  -2.080000,   3.520000
   0.169250,  -2.120000,   3.520000
   0.169500,  -2.160000,   3.520000
   0.169750,  -2.200000,   3.520000
